ID,Date,Time,Temp,humidity,Noise,Light,CO,Volts
105,28/6/2015,20:16:27,32.3,61,42,7,0.18,7.07
105,28/6/2015,20:16:37,32.3,61,42,7,0.18,7.06
105,28/6/2015,20:16:47,32.3,62,41,7,0.18,7.02
105,28/6/2015,20:16:57,32.3,62,41,7,0.18,7.31
105,28/6/2015,20:17:07,32.3,62,40,7,0.18,7.32
105,28/6/2015,20:17:17,32.3,62,40,7,0.18,7.33
105,28/6/2015,20:17:27,32.3,62,40,7,0.18,7.33
105,28/6/2015,20:17:37,32.4,62,41,7,0.18,7.33
105,28/6/2015,20:17:47,32.3,62,40,7,0.18,7.34
105,28/6/2015,20:17:57,32.4,62,42,7,0.18,7.34
105,28/6/2015,20:18:07,32.4,62,41,7,0.18,7.34
105,28/6/2015,20:18:17,32.4,62,43,7,0.18,7.34
105,28/6/2015,20:18:27,32.4,62,41,7,0.14,7.34
105,28/6/2015,20:18:37,32.4,62,41,7,0.14,7.34
105,28/6/2015,20:18:47,32.4,62,41,7,0.14,7.34
105,28/6/2015,20:18:57,32.4,62,42,7,0.14,7.35
105,28/6/2015,20:19:07,32.4,62,41,7,0.14,7.35
105,28/6/2015,20:19:17,32.4,62,41,7,0.14,7.35
105,28/6/2015,20:19:27,32.4,62,40,7,0.14,7.35
105,28/6/2015,20:19:37,32.4,62,40,7,0.14,7.35
105,28/6/2015,20:19:47,32.4,62,41,7,0.14,7.35
105,28/6/2015,20:19:57,32.4,61,40,7,0.14,7.35
105,28/6/2015,20:20:07,32.4,61,40,7,0.14,7.35
105,28/6/2015,20:20:17,32.4,61,39,7,0.14,7.35
105,28/6/2015,20:20:27,32.4,61,41,7,0.14,7.35
105,28/6/2015,20:20:37,32.4,61,40,7,0.14,7.35
105,28/6/2015,20:20:47,32.4,61,41,7,0.14,7.35
105,28/6/2015,20:20:57,32.4,61,40,7,0.14,7.35
105,28/6/2015,20:21:07,32.4,61,40,7,0.14,7.35
105,28/6/2015,20:21:17,32.4,61,40,7,0.14,7.35
105,28/6/2015,20:21:27,32.4,61,41,7,0.14,7.35
105,28/6/2015,20:21:37,32.4,61,40,7,0.14,7.34
105,28/6/2015,20:21:47,32.4,61,42,7,0.14,7.35
105,28/6/2015,20:21:57,32.4,61,41,7,0.14,7.34
105,28/6/2015,20:22:07,32.4,61,41,7,0.14,7.34
105,28/6/2015,20:22:17,32.4,61,40,7,0.14,7.34
105,28/6/2015,20:22:27,32.4,61,39,7,0.14,7.34
105,28/6/2015,20:22:37,32.4,61,41,7,0.14,7.34
105,28/6/2015,20:22:47,32.4,61,39,7,0.14,7.34
105,28/6/2015,20:22:57,32.4,61,40,7,0.14,7.34
105,28/6/2015,20:23:07,32.4,61,40,7,0.14,7.34
105,28/6/2015,20:23:17,32.4,61,41,7,0.14,7.34
105,28/6/2015,20:23:27,32.4,61,40,7,0.14,7.34
105,28/6/2015,20:23:37,32.4,61,42,7,0.14,7.37
105,28/6/2015,20:23:47,32.3,61,40,7,0.14,7.07
105,28/6/2015,20:23:57,32.4,61,41,7,0.14,7.05
105,28/6/2015,20:24:07,32.4,61,39,7,0.14,7.04
105,28/6/2015,20:24:17,32.4,61,40,7,0.14,7.03
105,28/6/2015,20:24:27,32.4,61,40,7,0.14,7.02
105,28/6/2015,20:24:37,32.4,61,41,7,0.14,7.01
105,28/6/2015,20:24:47,32.4,62,41,7,0.14,6.97
105,28/6/2015,20:24:57,32.3,62,44,7,0.14,7.26
105,28/6/2015,20:25:07,32.4,62,42,7,0.14,7.27
105,28/6/2015,20:25:17,32.4,62,41,7,0.14,7.28
105,28/6/2015,20:25:27,32.4,62,41,7,0.14,7.28
105,28/6/2015,20:25:37,32.4,62,41,7,0.14,7.29
105,28/6/2015,20:25:47,32.4,62,41,7,0.14,7.29
105,28/6/2015,20:25:57,32.4,62,40,7,0.14,7.29
105,28/6/2015,20:26:07,32.4,62,41,7,0.14,7.29
105,28/6/2015,20:26:17,32.4,62,40,7,0.14,7.29
105,28/6/2015,20:26:27,32.4,62,40,7,0.12,7.29
105,28/6/2015,20:26:37,32.4,62,40,7,0.12,7.29
105,28/6/2015,20:26:47,32.4,62,39,7,0.12,7.3
105,28/6/2015,20:26:57,32.4,62,42,7,0.12,7.3
105,28/6/2015,20:27:07,32.4,62,39,7,0.12,7.3
105,28/6/2015,20:27:17,32.4,62,41,7,0.12,7.3
105,28/6/2015,20:27:27,32.4,62,41,7,0.12,7.3
105,28/6/2015,20:27:37,32.4,62,41,7,0.12,7.3
105,28/6/2015,20:27:47,32.4,61,41,7,0.12,7.3
105,28/6/2015,20:27:57,32.5,61,40,7,0.12,7.3
105,28/6/2015,20:28:07,32.5,61,42,7,0.12,7.3
105,28/6/2015,20:28:17,32.4,61,41,7,0.12,7.3
105,28/6/2015,20:28:27,32.4,61,43,7,0.12,7.3
105,28/6/2015,20:28:37,32.4,61,42,7,0.12,7.3
105,28/6/2015,20:28:47,32.4,61,41,7,0.12,7.3
105,28/6/2015,20:28:57,32.4,61,41,7,0.12,7.3
105,28/6/2015,20:29:07,32.4,61,41,7,0.12,7.3
105,28/6/2015,20:29:17,32.4,61,42,7,0.12,7.3
105,28/6/2015,20:29:27,32.4,61,41,7,0.12,7.3
105,28/6/2015,20:29:37,32.4,61,41,7,0.12,7.3
105,28/6/2015,20:29:47,32.4,61,42,7,0.12,7.3
105,28/6/2015,20:29:57,32.4,61,41,7,0.12,7.3
105,28/6/2015,20:30:07,32.4,61,42,7,0.12,7.3
105,28/6/2015,20:30:17,32.4,61,42,7,0.12,7.3
105,28/6/2015,20:30:27,32.4,61,43,7,0.12,7.3
105,28/6/2015,20:30:37,32.4,61,41,7,0.12,7.3
105,28/6/2015,20:30:47,32.4,61,42,7,0.12,7.3
105,28/6/2015,20:30:57,32.4,61,42,7,0.12,7.3
105,28/6/2015,20:31:07,32.4,61,41,7,0.12,7.3
105,28/6/2015,20:31:17,32.4,61,42,7,0.12,7.29
105,28/6/2015,20:31:27,32.4,61,43,7,0.12,7.29
105,28/6/2015,20:31:37,32.3,61,41,7,0.12,7.32
105,28/6/2015,20:31:47,32.4,61,41,7,0.12,7.02
105,28/6/2015,20:31:57,32.4,61,41,7,0.12,7
105,28/6/2015,20:32:07,32.3,61,40,7,0.12,6.99
105,28/6/2015,20:32:17,32.4,61,41,7,0.12,6.98
105,28/6/2015,20:32:27,32.3,61,43,7,0.12,6.97
